Unnamed: 0,logFC,AveExpr,t,P.Value,adj.P.Val,B,Normal_AVG,Tumor_AVG,deltaBeta,CHR,MAPINFO,Strand,Type,gene,feature,cgi,feat.cgi,UCSC_CpG_Islands_Name,DHS,Enhancer,Phantom,Probe_SNPs,Probe_SNPs_10,dbeta
cg01186595,-0.111755195,0.764544488,-5.037075841,6.40E-07,2.81E-06,4.504889463,0.866249755,0.754494561,-0.111755195,11,89954679,R,II,CHORDC1,Body,shore,Body-shore,chr11:89955742-89956358,,,,,,-0.095180044
cg00777560,0.07880472,0.753246403,4.772301293,2.33E-06,9.52E-06,3.259721473,0.681528438,0.760333158,0.07880472,12,10954529,R,II,TAS2R7,1stExon,opensea,1stExon-opensea,,,TRUE,,,,0.095163878
cg07148407,0.099467317,0.779000576,6.678137298,5.89E-11,4.00E-10,13.55191571,0.688478162,0.787945479,0.099467317,7,102775759,F,II,NAPEPLD,5'UTR,opensea,5'UTR-opensea,,,TRUE,,,,0.095145709
cg11786338,-0.098102992,0.81287353,-5.400403372,9.87E-08,4.78E-07,6.312948723,0.90215431,0.804051318,-0.098102992,18,56809717,F,II,SEC11C,Body,shelf,Body-shelf,chr18:56806608-56807425,,,,rs12604678,,-0.095140591
cg17240725,-0.087641425,0.365421487,-4.210898388,2.97E-05,0.000103677,0.825858317,0.445181489,0.357540064,-0.087641425,7,73149356,F,II,WBSCR26,TSS200,shelf,TSS200-shelf,chr7:73152564-73153716,,,,,,-0.095117336
cg07303143,-0.098309771,0.145962235,-10.78829711,9.17E-25,2.66E-23,44.94300315,0.235431199,0.137121429,-0.098309771,3,44803452,R,II,KIAA1143,TSS1500,island,TSS1500-island,chr3:44802852-44803618,,,,,,-0.095116347
cg13094926,0.069783392,0.791559729,4.246954925,2.54E-05,8.96E-05,0.973641937,0.728051822,0.797835214,0.069783392,1,53704978,F,II,MAGOH,TSS1500,shore,TSS1500-shore,chr1:53703959-53704642,,,,,,0.095099149
cg09339219,0.093971147,0.646883656,6.048826949,2.68E-09,1.54E-08,9.818771965,0.561363151,0.655334299,0.093971147,17,42635789,F,II,FZD2,1stExon,island,1stExon-island,chr17:42634829-42636851,,,,,,0.095092989
cg15952465,-0.103336133,0.647296025,-4.91220084,1.19E-06,5.04E-06,3.909956072,0.741339341,0.638003208,-0.103336133,6,112670885,F,II,RFPL4B,5'UTR,opensea,5'UTR-opensea,,,,,,,-0.095092929
cg05913962,-0.087273118,0.102713521,-10.77945349,9.93E-25,2.87E-23,44.86413882,0.182138337,0.094865219,-0.087273118,16,27214514,R,II,JMJD5,TSS1500,shore,TSS1500-shore,chr16:27214772-27215678,,,,,,-0.09500183
cg22496729,0.0800806,0.733608099,6.983460115,8.26E-12,6.11E-11,15.47641162,0.660728992,0.740809592,0.0800806,17,47926025,F,II,TAC4,TSS1500,shelf,TSS1500-shelf,chr17:47928266-47929357,,,,,,0.094968085
cg19806182,-0.083489638,0.563614721,-3.469576058,0.000561767,0.001584432,-1.947866301,0.639596298,0.55610666,-0.083489638,19,52511900,R,II,ZNF615,TSS1500,shore,TSS1500-shore,chr19:52511228-52511582,TRUE,,,,,-0.094960961
cg02272576,-0.089118747,0.259397183,-5.045754086,6.13E-07,2.70E-06,4.546741545,0.340501654,0.251382907,-0.089118747,6,43868964,F,II,LOC100132354,Body,opensea,Body-opensea,,,TRUE,,rs1539508,,-0.094929153
cg25968247,-0.079697084,0.222242684,-6.318806552,5.41E-10,3.34E-09,11.38121931,0.294772764,0.21507568,-0.079697084,3,57581113,R,II,ARF4,Body,shore,Body-shore,chr3:57583020-57583611,,,,,,-0.094924529
cg18979491,-0.099296336,0.615942849,-5.147425397,3.67E-07,1.66E-06,5.041952393,0.706309658,0.607013322,-0.099296336,20,36974445,F,II,LBP,TSS1500,opensea,TSS1500-opensea,,,,,rs2232574,,-0.094905753
cg10720080,-0.105986588,0.553786533,-6.340356118,4.75E-10,2.95E-09,11.50848418,0.650241954,0.544255365,-0.105986588,3,186330699,F,II,AHSG,TSS200,opensea,TSS200-opensea,,,,,rs66939339,,-0.094869519
cg17013303,-0.095606571,0.75100496,-4.066067646,5.47E-05,0.000183547,0.244176825,0.838013817,0.742407247,-0.095606571,11,58189993,F,II,OR5B2,1stExon,opensea,1stExon-opensea,,,,,,,-0.094847237
cg08347373,0.093201029,0.610464089,4.584799299,5.62E-06,2.18E-05,2.41542686,0.525644448,0.618845477,0.093201029,2,160653686,R,II,CD302,Body,shore,Body-shore,chr2:160654229-160654631,,,,,,0.094838631
cg11290188,-0.06955064,0.411603376,-3.833384501,0.000140856,0.000441662,-0.650097906,0.474899462,0.405348822,-0.06955064,12,62661012,R,II,USP15,Body,opensea,Body-opensea,,,TRUE,,,,-0.094824287
cg25901662,0.089702873,0.822756021,8.641163773,5.95E-17,7.24E-16,27.1364836,0.741119953,0.830822826,0.089702873,17,47788451,F,II,FAM117A,3'UTR,opensea,3'UTR-opensea,,,,,,,0.094822093
cg14303478,-0.066787943,0.69220624,-2.374831816,0.017895806,0.036263845,-5.098225188,0.752988073,0.68620013,-0.066787943,12,72004098,F,II,ZFC3H1,3'UTR,opensea,3'UTR-opensea,,,,,,,-0.09481089
cg01030321,0.077228433,0.89485879,9.073958689,1.98E-18,2.80E-17,30.49598926,0.82457536,0.901803793,0.077228433,19,39191647,F,II,ACTN4,Body,opensea,Body-opensea,,,,low-CpG:43883483-43883520,,,0.094790672
cg09083279,-0.095747034,0.686762411,-3.903407027,0.000106506,0.000340771,-0.386220881,0.773899101,0.678152067,-0.095747034,6,29454873,F,II,MAS1L,1stExon,opensea,1stExon-opensea,,,,,,,-0.094770571
cg16021018,0.088854074,0.783766932,7.635097643,9.92E-14,8.82E-13,19.82203652,0.702903332,0.791757406,0.088854074,3,46449313,F,II,CCRL2,5'UTR,opensea,5'UTR-opensea,,,TRUE,,,,0.09475324
cg01211097,0.100042474,0.378801161,6.241686891,8.60E-10,5.20E-09,10.92885249,0.287755313,0.387797786,0.100042474,16,84732969,F,II,USP10,TSS1500,shore,TSS1500-shore,chr16:84733163-84734028,,,,,,0.094741246
cg01692842,-0.081245765,0.69254131,-3.438134197,0.00062967,0.001758495,-2.054223721,0.766480801,0.685235036,-0.081245765,11,134126364,R,II,ACAD8,Body,shelf,Body-shelf,chr11:134122762-134122981,,,,,,-0.094738566
cg10322794,0.091551192,0.727350231,7.221654922,1.70E-12,1.35E-11,17.02776657,0.64403206,0.735583252,0.091551192,21,47740892,F,II,C21orf58,Body,shore,Body-shore,chr21:47742779-47743269,,,,rs747439,,0.094725286
cg22514682,0.05796837,0.37195876,2.251997053,0.024712483,0.048215993,-5.37980492,0.319203373,0.377171743,0.05796837,19,35837636,R,II,CD22,3'UTR,opensea,3'UTR-opensea,,,,,,,0.094667922
cg14161821,0.112323582,0.89070118,11.13323501,4.00E-26,1.39E-24,48.05155106,0.78847864,0.900802222,0.112323582,9,6955559,R,II,KDM4C,Body,opensea,Body-opensea,,,TRUE,,,,0.0946423
cg14448588,-0.086467596,0.737018909,-4.764032012,2.43E-06,9.89E-06,3.221827977,0.815710642,0.729243046,-0.086467596,9,91618456,F,II,S1PR3,3'UTR,shelf,3'UTR-shelf,chr9:91615900-91616245,,,,,,-0.094621265
cg11710211,-0.083190823,0.52842363,-3.942741655,9.09E-05,0.000294039,-0.236006952,0.604133264,0.520942441,-0.083190823,19,56609064,R,I,ZNF787,Body,island,Body-island,chr19:56608791-56609103,,,,,,-0.094611542
cg19958750,0.0995788,0.726774325,8.120375277,3.02E-15,3.11E-14,23.2613146,0.636150452,0.735729253,0.0995788,2,85660790,F,II,SH2D6,TSS1500,shelf,TSS1500-shelf,chr2:85664694-85665055,TRUE,,,,rs62164761,0.094577133
cg13553147,-0.084861603,0.478971689,-6.17155315,1.31E-09,7.73E-09,10.52165572,0.556201852,0.47134025,-0.084861603,1,45243960,F,II,SNORD38B,TSS200,shelf,TSS200-shelf,chr1:45241013-45241900,,,,,,-0.094568548
cg14156149,0.073230559,0.635490022,3.399754416,0.000722927,0.00199569,-2.182792028,0.568844945,0.642075504,0.073230559,13,39598340,R,II,C13orf23,Body,opensea,Body-opensea,,,TRUE,,,rs76504991,0.094542922
cg16971889,0.081156493,0.504651918,4.349712129,1.62E-05,5.89E-05,1.401277542,0.430793671,0.511950164,0.081156493,20,5584138,F,II,RP5-1022P6.2,Body,opensea,Body-opensea,,,,,,,0.094527668
cg11263296,0.089501905,0.431989223,5.528023057,4.99E-08,2.49E-07,6.974952145,0.35053605,0.440037955,0.089501905,12,120428313,F,II,CCDC64,Body,shore,Body-shore,chr12:120426547-120428066,,,,,,0.094524601
cg03962678,0.089576987,0.700370764,6.277274412,6.95E-10,4.24E-09,11.13700242,0.618849261,0.708426249,0.089576987,11,118398094,R,II,TTC36,TSS200,shelf,TSS200-shelf,chr11:118401235-118402069,,,,,,0.094515489
cg03755957,0.096935549,0.496288475,5.580629604,3.75E-08,1.90E-07,7.251869942,0.408070152,0.5050057,0.096935549,12,104363275,R,II,TDG,Body,shelf,Body-shelf,chr12:104359406-104360023,,,,,,0.0945136
cg18680587,0.098903641,0.83478418,8.324121289,6.64E-16,7.28E-15,24.75511803,0.744774752,0.843678393,0.098903641,19,15725874,R,II,CYP4F8,TSS200,opensea,TSS200-opensea,,,,,,,0.094497593
cg26104690,0.093870096,0.899814388,12.34594113,4.12E-31,3.02E-29,59.45368144,0.814385847,0.908255943,0.093870096,7,106708700,R,II,PRKAR2B,Body,opensea,Body-opensea,,,TRUE,,,,0.094476706
cg26623455,0.099396491,0.269008227,5.395850256,1.01E-07,4.89E-07,6.289587071,0.178550269,0.27794676,0.099396491,8,67941178,R,II,LRRC67,TSS1500,shore,TSS1500-shore,chr8:67940691-67940997,TRUE,TRUE,,,,0.094464648
cg27147615,0.081304998,0.138358231,3.729039978,0.000211948,0.000644373,-1.034903686,0.064364833,0.145669831,0.081304998,13,40976678,R,II,LOC646982,Body,opensea,Body-opensea,,TRUE,TRUE,,,,0.094424948
cg02331649,0.084316669,0.651723059,5.528056963,4.99E-08,2.49E-07,6.975129868,0.574988824,0.659305493,0.084316669,3,52926322,R,II,TMEM110,Body,opensea,Body-opensea,,,TRUE,,,,0.094400266
cg01772439,0.07913071,0.869787514,7.969010321,9.14E-15,8.98E-14,22.17044362,0.797772875,0.876903585,0.07913071,5,149012102,R,II,FLJ41603,3'UTR,opensea,3'UTR-opensea,,TRUE,TRUE,,,,0.094356824
cg07002832,-0.101087161,0.247444533,-7.286487258,1.10E-12,8.85E-12,17.45748744,0.339441122,0.238353961,-0.101087161,4,140003444,R,II,ELF2,Body,shore,Body-shore,chr4:140004068-140004319,,,,,,-0.094355079
cg01410314,0.085710744,0.804801453,5.682350382,2.15E-08,1.12E-07,7.793959684,0.72679851,0.812509254,0.085710744,9,77641437,R,II,C9orf41,Body,shore,Body-shore,chr9:77642704-77643595,,,,,,0.094352782
cg02505177,-0.076908809,0.575461941,-4.163801658,3.63E-05,0.000125056,0.634605586,0.64545449,0.568545681,-0.076908809,10,103574626,R,II,MGEA5,Body,shelf,Body-shelf,chr10:103577394-103578256,,,,,,-0.094314354
cg05718255,0.093046674,0.52541497,6.483468506,1.98E-10,1.28E-09,12.3631387,0.440735803,0.533782477,0.093046674,22,35790141,F,II,HMOX1,3'UTR,opensea,3'UTR-opensea,,,,low-CpG:34120093-34120156,rs5755721,,0.094312513
cg07851948,-0.122757665,0.831021471,-4.575317071,5.87E-06,2.27E-05,2.37356174,0.942739778,0.819982113,-0.122757665,11,56085745,F,II,OR8K3,TSS200,opensea,TSS200-opensea,,,,,,,-0.094274653
cg25726128,0.081654168,0.868770262,6.884219487,1.58E-11,1.13E-10,14.84292249,0.794459095,0.876113262,0.081654168,21,45656979,R,II,ICOSLG,Body,shelf,Body-shelf,chr21:45660202-45660414,,,,,,0.094270098
cg27391357,0.100675873,0.816419284,9.896300321,2.25E-21,4.35E-20,37.2083699,0.724796997,0.82547287,0.100675873,4,107017800,F,II,TBCK,Body,opensea,Body-opensea,,,TRUE,,,,0.094264319
cg24082215,-0.122087811,0.366787042,-6.14444344,1.53E-09,9.01E-09,10.36533089,0.477895733,0.355807922,-0.122087811,17,56297515,R,II,MKS1,TSS1500,shore,TSS1500-shore,chr17:56296488-56296842,,,,,,-0.094238085
cg00292107,-0.085362552,0.3593151,-5.684161434,2.13E-08,1.11E-07,7.803690162,0.437001164,0.351638612,-0.085362552,1,32800350,R,II,MARCKSL1,Body,shore,Body-shore,chr1:32800859-32802229,,,,,,-0.094199458
cg00925620,0.068726347,0.712580376,4.066968611,5.45E-05,0.000182905,0.247736141,0.650034456,0.718760803,0.068726347,17,7330143,R,II,C17orf74,Body,opensea,Body-opensea,,,,,,,0.09417707
cg09831620,-0.103692832,0.808790308,-4.492204758,8.58E-06,3.24E-05,2.010055065,0.903158245,0.799465413,-0.103692832,3,98001736,F,II,OR5H2,1stExon,opensea,1stExon-opensea,,,,,rs72487753,,-0.094164214
cg26390526,-0.097472994,0.860569435,-4.605473352,5.11E-06,1.99E-05,2.50698364,0.949276872,0.851803878,-0.097472994,1,152299078,R,II,FLG,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.094137217
cg05787462,-0.094109483,0.721247692,-6.00332669,3.49E-09,1.98E-08,9.561322347,0.806894092,0.712784609,-0.094109483,17,60687713,R,II,TLK2,Body,opensea,Body-opensea,,,,,,,-0.094109483
cg19006302,0.093177378,0.79908808,8.009815491,6.79E-15,6.76E-14,22.46292235,0.714289963,0.807467341,0.093177378,19,54058767,F,I,ZNF331,5'UTR,shore,5'UTR-shore,chr19:54057414-54058254,,,,,,0.094092536
cg24959938,-0.109068012,0.800764916,-5.198547701,2.83E-07,1.30E-06,5.294346012,0.900024654,0.790956641,-0.109068012,18,77866767,R,II,ADNP2,TSS200,opensea,TSS200-opensea,,,,,,,-0.094087677
cg01200264,-0.125240368,0.802255433,-4.706543495,3.19E-06,1.28E-05,2.960065371,0.916233178,0.79099281,-0.125240368,14,101505523,F,II,MIR654,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.094086231
cg22045888,0.079948739,0.165932588,4.552537606,6.52E-06,2.50E-05,2.273316325,0.093173484,0.173122223,0.079948739,4,175750802,F,II,GLRA3,TSS1500,shore,TSS1500-shore,chr4:175750330-175750584,,TRUE,,,,0.094074351
cg25072945,0.083490693,0.898588964,9.150201628,1.08E-18,1.56E-17,31.10048544,0.822606427,0.90609712,0.083490693,4,183957644,R,II,FAM92A3,TSS1500,opensea,TSS1500-opensea,,,,,,,0.094061982
cg07835650,0.066245147,0.399895361,2.82278141,0.004931653,0.011456506,-3.947668561,0.339607511,0.405852658,0.066245147,19,7852214,F,II,CLEC4GP1,TSS200,shore,TSS200-shore,chr19:7852932-7854557,,,,rs35880685,,0.094041462
cg14487271,-0.090316936,0.200151655,-7.54795274,1.82E-13,1.58E-12,19.22250388,0.282346565,0.192029629,-0.090316936,8,87354422,F,II,WWP1,TSS1500,shore,TSS1500-shore,chr8:87354544-87355446,,,,,,-0.094036827
cg14145667,-0.092359831,0.517375035,-4.297938908,2.04E-05,7.29E-05,1.18462209,0.601429126,0.509069295,-0.092359831,19,909533,R,II,C19orf22,Body,shelf,Body-shelf,chr19:911689-911996,TRUE,,,,,-0.094035514
cg18799510,0.08753368,0.233803433,4.569022947,6.04E-06,2.33E-05,2.345816839,0.154141487,0.241675167,0.08753368,9,104499700,F,II,GRIN3A,1stExon,shore,1stExon-shore,chr9:104499849-104501076,,,,,,0.094003419
cg14707053,-0.086656039,0.295049727,-5.617463694,3.07E-08,1.57E-07,7.447157195,0.373912957,0.287256918,-0.086656039,6,42019127,F,II,TAF8,Body,shore,Body-shore,chr6:42018139-42018604,,,,,,-0.09398706
cg05199362,0.08640566,0.87057651,7.920943448,1.29E-14,1.25E-13,21.82743858,0.791941143,0.878346803,0.08640566,20,30450060,F,II,DUSP15,Body,shore,Body-shore,chr20:30449011-30449593,TRUE,,,,,0.093902967
cg00378158,0.101306598,0.725788148,7.696439717,6.44E-14,5.83E-13,20.24739318,0.633591856,0.734898454,0.101306598,22,34314305,R,II,LARGE,5'UTR,shore,5'UTR-shore,chr22:34315841-34318637,,,,,,0.093899657
cg20623350,-0.102272184,0.769979699,-6.494227271,1.86E-10,1.20E-09,12.42805231,0.863054744,0.76078256,-0.102272184,22,40289840,F,II,ENTHD1,TSS200,opensea,TSS200-opensea,,,,,,,-0.093890347
cg18217446,-0.078156674,0.485143835,-4.452700936,1.03E-05,3.83E-05,1.839450128,0.556272031,0.478115357,-0.078156674,18,77749232,F,II,TXNL4A,TSS1500,shore,TSS1500-shore,chr18:77748045-77748905,,,,,,-0.093871278
cg14557216,-0.094357672,0.310642442,-7.609152052,1.19E-13,1.05E-12,19.64295442,0.396514712,0.30215704,-0.094357672,9,34461659,F,II,DNAI1,Body,shelf,Body-shelf,chr9:34457375-34458892,,,,,,-0.093825378
cg15628222,-0.078489304,0.538974609,-4.435289667,1.11E-05,4.12E-05,1.764701561,0.610405522,0.531916218,-0.078489304,8,71520989,R,II,TRAM1,TSS1500,shore,TSS1500-shore,chr8:71519680-71520857,,,,,,-0.093823228
cg01089331,-0.106528595,0.711665465,-5.178171414,3.14E-07,1.43E-06,5.193475772,0.80861415,0.702085555,-0.106528595,4,18024929,F,II,LCORL,TSS1500,shore,TSS1500-shore,chr4:18022435-18024273,,,,,,-0.093818951
cg09568483,-0.080875729,0.372933371,-5.432280587,8.34E-08,4.07E-07,6.477004471,0.446536103,0.365660374,-0.080875729,4,129753010,F,II,PHF17,Body,opensea,Body-opensea,,,TRUE,,,,-0.093804717
cg05437692,0.079549958,0.529313693,3.793227584,0.000165028,0.000511238,-0.799383703,0.456917508,0.536467466,0.079549958,4,149362435,R,II,NR3C2,5'UTR,shore,5'UTR-shore,chr4:149363212-149367056,,,,,,0.09377254
cg11769163,0.101544806,0.168217253,5.681919558,2.15E-08,1.12E-07,7.791645346,0.075804174,0.17734898,0.101544806,20,23030102,F,II,THBD,1stExon,island,1stExon-island,chr20:23028403-23032218,,,,,,0.093762844
cg15003208,-0.082354783,0.164371741,-7.795312694,3.19E-14,2.98E-13,20.93876625,0.239320518,0.156965736,-0.082354783,3,52189217,F,II,WDR51A,TSS1500,shore,TSS1500-shore,chr3:52188271-52189037,,,,,,-0.093751732
cg20435387,0.077417301,0.890038942,10.19973089,1.66E-22,3.66E-21,39.78854864,0.819583629,0.89700093,0.077417301,6,143891515,R,II,LOC285740,TSS1500,opensea,TSS1500-opensea,,,TRUE,,,,0.093750385
cg19583379,-0.09061886,0.453588865,-4.72370833,2.94E-06,1.18E-05,3.037915099,0.536058547,0.445439687,-0.09061886,17,78387643,R,II,FLJ35220,TSS1500,shore,TSS1500-shore,chr17:78388437-78389722,,,,,,-0.093746423
cg02298327,-0.06983985,0.525032925,-2.859876023,0.004397512,0.010333378,-3.843735157,0.588592213,0.518752363,-0.06983985,2,69180527,R,II,GKN2,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.093739387
cg19516340,-0.088122337,0.199595316,-7.39512779,5.24E-13,4.35E-12,18.18466833,0.279792983,0.191670646,-0.088122337,2,10263696,R,I,RRM2,Body,shore,Body-shore,chr2:10262173-10263481,,,,,,-0.093737242
cg08370080,0.080545108,0.811830118,8.203963974,1.63E-15,1.72E-14,23.87065528,0.738528274,0.819073383,0.080545108,19,21687792,F,II,ZNF429,TSS1500,shore,TSS1500-shore,chr19:21688622-21688839,,,,,,0.093708801
cg00093956,0.085873266,0.876901812,8.568914986,1.04E-16,1.23E-15,26.58779424,0.798750961,0.884624228,0.085873266,12,107372431,F,II,MTERFD3,Body,opensea,Body-opensea,,,,,rs78415960,,0.093692444
cg21067652,0.078729379,0.508867609,3.541855649,0.000430729,0.001240326,-1.699855662,0.43721821,0.515947589,0.078729379,13,41548815,R,II,ELF1,Body,opensea,Body-opensea,,,TRUE,,,,0.093682752
cg11905488,-0.095749325,0.745333031,-3.684623891,0.000251486,0.000754955,-1.195639003,0.832471805,0.736722481,-0.095749325,12,10123604,R,II,CLEC12A,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.093609289
cg04790800,-0.078000672,0.758280934,-4.730492749,2.84E-06,1.15E-05,3.068757384,0.829267157,0.751266485,-0.078000672,14,102785246,F,II,ZNF839,TSS1500,shore,TSS1500-shore,chr14:102785930-102786538,,,,,,-0.093594051
cg08684663,-0.087245806,0.687343381,-3.96447537,8.32E-05,0.000270825,-0.152397924,0.766743341,0.679497535,-0.087245806,12,10325221,F,II,OLR1,TSS1500,opensea,TSS1500-opensea,,,,,,rs34401616,-0.093593798
cg20749955,0.075793372,0.690469984,3.645757362,0.000291676,0.000865903,-1.334786464,0.621492563,0.697285935,0.075793372,8,9009401,F,II,PPP1R3B,TSS1500,shore,TSS1500-shore,chr8:9008058-9009353,,,,,,0.093587797
cg16149574,-0.091407034,0.726929868,-4.564570318,6.17E-06,2.38E-05,2.32621076,0.810116845,0.718709811,-0.091407034,1,47365990,R,II,CYP4Z2P,Body,opensea,Body-opensea,,,,,,,-0.093583517
cg08473725,0.085424003,0.666118151,4.581240905,5.71E-06,2.21E-05,2.399706727,0.588376163,0.673800166,0.085424003,20,49545230,F,II,ADNP,5'UTR,shore,5'UTR-shore,chr20:49547068-49547516,,,,,,0.093582719
cg26034629,-0.094187735,0.789749943,-5.391321332,1.04E-07,5.00E-07,6.26636714,0.875467558,0.781279823,-0.094187735,22,51175364,R,II,ACR,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.093554426
cg21302812,0.086558231,0.548810181,5.419960214,8.90E-08,4.33E-07,6.413494845,0.470035963,0.556594194,0.086558231,19,10506915,R,I,CDC37,Body,island,Body-island,chr19:10506260-10506993,,,,,,0.09353886
cg14127954,0.086187676,0.53472982,5.621436338,3.00E-08,1.54E-07,7.468287891,0.456292834,0.54248051,0.086187676,21,35736252,R,II,KCNE2,TSS200,opensea,TSS200-opensea,,,,,,,0.093519099
cg24963526,-0.097859897,0.831251328,-5.613337769,3.14E-08,1.60E-07,7.4252253,0.920310875,0.822450978,-0.097859897,3,127641373,F,II,KBTBD12,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.093484131
cg10665844,0.08519951,0.88797063,9.570602496,3.46E-20,5.90E-19,34.49983121,0.810432946,0.895632456,0.08519951,19,5687946,F,II,HSD11B1L,Body,island,Body-island,chr19:5686805-5687962,,,,,,0.093442805
cg07905748,-0.086153269,0.262679196,-6.873530595,1.69E-11,1.21E-10,14.77514658,0.341084868,0.2549316,-0.086153269,3,100053070,F,II,NIT2,TSS1500,shore,TSS1500-shore,chr3:100053448-100053953,,,,rs7649598,,-0.093423761
cg02212389,0.09701553,0.666876071,8.028072739,5.94E-15,5.95E-14,22.59416798,0.578584959,0.675600489,0.09701553,7,151070905,R,II,NUB1,Body,opensea,Body-opensea,,,TRUE,,,,0.093400805
cg00689225,-0.073478453,0.241743102,-4.897176723,1.28E-06,5.40E-06,3.839299412,0.308613781,0.235135327,-0.073478453,14,35871954,R,II,NFKBIA,Body,shore,Body-shore,chr14:35873047-35873990,,,,,,-0.093320235
cg03340501,-0.101475722,0.631478017,-6.361396518,4.18E-10,2.61E-09,11.6331035,0.723828224,0.622352502,-0.101475722,19,47214109,F,II,PRKD2,Body,island,Body-island,chr19:47214063-47214304,,,,,,-0.093305167
cg18176482,-0.091705505,0.570262416,-5.379568993,1.10E-07,5.31E-07,6.206194441,0.653721022,0.562015518,-0.091705505,1,161128720,R,II,USP21,TSS1500,shore,TSS1500-shore,chr1:161129138-161129689,,,,,rs61642842,-0.093303086
cg06485706,0.099190011,0.623483125,7.187609821,2.14E-12,1.68E-11,16.80338261,0.533213079,0.63240309,0.099190011,16,28996270,R,II,LAT,Body,opensea,Body-opensea,,,,,,,0.093299162
cg14037413,-0.093253768,0.242466699,-4.759198768,2.48E-06,1.01E-05,3.199707958,0.327334337,0.234080569,-0.093253768,11,9482594,F,II,ZNF143,1stExon,island,1stExon-island,chr11:9482109-9483152,,,,,,-0.093253768
cg13776620,0.092488956,0.922334317,12.2441889,1.11E-30,7.58E-29,58.47030754,0.838162714,0.93065167,0.092488956,9,133974575,R,II,AIF1L,Body,shore,Body-shore,chr9:133971670-133972578,,,,,rs77302604,0.093248318
cg27171569,-0.066794144,0.331231231,-3.371779278,0.000798841,0.002187234,-2.275633513,0.392018707,0.325224563,-0.066794144,16,83987465,R,II,OSGIN1,5'UTR,opensea,5'UTR-opensea,,,TRUE,,,,-0.093223714
cg27413385,0.079420204,0.323578112,3.910034394,0.000103703,0.000332436,-0.361011633,0.251300013,0.330720217,0.079420204,17,7515425,R,II,FXR2,Body,shelf,Body-shelf,chr17:7517690-7518748,,,,,,0.093223191
cg06747543,0.086078057,0.490069209,4.592313556,5.43E-06,2.11E-05,2.448660222,0.411731984,0.497810041,0.086078057,19,18589894,R,II,ELL,Body,opensea,Body-opensea,,TRUE,,,,,0.093214103
cg26902026,-0.090859359,0.418235276,-6.653727317,6.86E-11,4.64E-10,13.40120615,0.500923829,0.41006447,-0.090859359,11,130785536,R,II,SNX19,1stExon,shore,1stExon-shore,chr11:130786111-130786634,,,,,,-0.093210766
cg09749364,0.090322331,0.217948617,4.256924857,2.43E-05,8.61E-05,1.014713721,0.135748797,0.226071129,0.090322331,15,40384779,R,II,BMF,Body,opensea,Body-opensea,,TRUE,TRUE,,rs80056127,,0.093208244
cg21019662,-0.085133767,0.249379098,-5.792452551,1.16E-08,6.23E-08,8.390524355,0.326856951,0.241723184,-0.085133767,12,107176420,R,II,RIC8B,Body,opensea,Body-opensea,,,TRUE,,,,-0.093191088
cg17529058,-0.098781533,0.642593722,-5.627375934,2.91E-08,1.49E-07,7.499905768,0.732492023,0.633710491,-0.098781533,17,72886179,R,II,FADS6,Body,shelf,Body-shelf,chr17:72889349-72890060,,,,,,-0.093166768
cg18233411,0.051781045,0.651818641,2.565444801,0.010565867,0.02268823,-4.632301249,0.604694164,0.656475209,0.051781045,12,74934087,R,II,LOC552889,1stExon,shelf,1stExon-shelf,chr12:74931492-74931879,,TRUE,,,,0.093161725
cg27626387,0.090128284,0.628326446,5.300738469,1.67E-07,7.86E-07,5.805639087,0.546303224,0.636431508,0.090128284,16,31083776,F,II,ZNF668,5'UTR,shore,5'UTR-shore,chr16:31084343-31086048,,,,,,0.093114886
cg19040266,0.081971582,0.615529286,4.476591777,9.21E-06,3.46E-05,1.942459835,0.540929249,0.622900831,0.081971582,5,131723239,R,II,SLC22A5,Body,opensea,Body-opensea,,TRUE,TRUE,,,,0.093093885
cg20481640,-0.107504857,0.259029085,-7.841027199,2.30E-14,2.18E-13,21.260821,0.356866238,0.249361382,-0.107504857,1,100928376,R,II,CDC14A,Body,opensea,Body-opensea,,,TRUE,,,,-0.093075994
cg03517998,0.05491409,0.729234963,2.688614063,0.007390486,0.016485454,-4.312563922,0.67925919,0.73417328,0.05491409,7,38726758,R,II,FAM183B,TSS200,opensea,TSS200-opensea,,,,,,,0.093057686
cg13639866,-0.115706458,0.843214995,-4.851764469,1.59E-06,6.65E-06,3.626938389,0.948516196,0.832809738,-0.115706458,14,101430211,F,II,SNORD114-8,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.09305317
cg08873568,0.082918933,0.778936739,6.917885722,1.27E-11,9.20E-11,15.05697205,0.703474544,0.786393477,0.082918933,19,4894976,F,II,ARRDC5,Body,shelf,Body-shelf,chr19:4891191-4891425,,,,rs75096147,,0.093037912
cg07616471,-0.097255462,0.46556871,-6.09524662,2.05E-09,1.19E-08,10.08317806,0.554078178,0.456822715,-0.097255462,3,46413711,F,II,CCR5,5'UTR,opensea,5'UTR-opensea,,,,,rs2856764,,-0.093034489
