CpG,logFC,AveExpr,t,P.Value,adj.P.Val,B,Normal_AVG,Tumor_AVG,deltaBeta,CHR,MAPINFO,Strand,Type,gene,feature,cgi,feat.cgi,UCSC_CpG_Islands_Name,DHS,Enhancer,Phantom,Probe_SNPs,Probe_SNPs_10,dbeta,DNAm,cutpoint,F1,F1_validate,auc
cg10400707,0.344873311,0.601806953,14.14574663,5.12e-39,1.51e-36,77.55522362,0.287947428,0.63282074,0.344873311,1,160369840,F,I,VANGL2,TSS1500,shore,TSS1500-shore,chr1:160370112-160370658,True,,,,rs34049652,0.4216532147135678,hyper,0.39,0.9414141414141414,0.9319371727748691,0.9339276485788113
cg08614290,0.345650563,0.60055186,13.3624515,1.65e-35,2.56e-33,69.52107378,0.285984981,0.631635544,0.345650563,7,158938491,F,II,VIPR2,TSS1500,island,TSS1500-island,chr7:158936507-158938492,,,,,,0.37803814846699085,hyper,0.36,0.931422722620266,0.9157894736842105,0.9108656330749354
cg06282270,0.361714717,0.462642869,10.44961566,1.87e-23,4.6e-22,41.95330659,0.133456454,0.495171171,0.361714717,11,61062910,R,I,VWCE,TSS200,island,TSS200-island,chr11:61061751-61063063,True,,,,,0.42647025686347806,hyper,0.33,0.8602620087336246,0.8666666666666667,0.8821834625322997
cg06385187,0.417204664,0.501558105,14.87715045,2.2499999999999997e-42,1.25e-39,85.2487271,0.121871846,0.53907651,0.417204664,20,44098287,R,I,WFDC2,TSS200,island,TSS200-island,chr20:44098280-44099536,,,,,,0.4994145775257711,hyper,0.27,0.9379450661241099,0.9263157894736842,0.919702842377261
cg21383810,0.32729962,0.562898628,13.07118257,3.13e-34,3.91e-32,66.59282272,0.265032427,0.592332047,0.32729962,12,65515470,R,I,WIF1,TSS1500,island,TSS1500-island,chr12:65514878-65515863,,,,,,0.36815163990916305,hyper,0.43,0.8825396825396825,0.8491620111731845,0.8628294573643411
cg13999188,0.358225236,0.422416094,11.09719139,5.56e-26,1.8999999999999998e-24,47.72379909,0.096405357,0.454630593,0.358225236,2,175548310,F,II,WIPF1,TSS1500,shore,TSS1500-shore,chr2:175546862-175547880,True,,,,,0.3809164796372773,hyper,0.15,0.9355168884339816,0.9304812834224598,0.9412661498708009
cg05470554,0.319150971,0.499111845,12.03600579,8.28e-30,4.92e-28,56.47299229,0.2086615,0.527812472,0.319150971,7,120969079,R,I,WNT16,TSS200,shore,TSS200-shore,chr7:120969587-120970743,,,,,,0.37504941925234125,hyper,0.35,0.8947368421052632,0.8791208791208791,0.900594315245478
cg06274159,0.381355554,0.529581917,11.66106825,2.94e-28,1.39e-26,52.92694652,0.182520927,0.563876482,0.381355554,4,188916867,R,II,ZFP42,TSS200,island,TSS200-island,chr4:188916605-188916876,,,,,,0.3996803371718881,hyper,0.22,0.9211873080859775,0.9206349206349206,0.8875193798449612
cg01268824,0.319832351,0.597924925,13.21236199,7.55e-35,1.0400000000000001e-32,68.00796458,0.306854476,0.626686827,0.319832351,19,58220818,F,I,ZNF154,TSS1500,shore,TSS1500-shore,chr19:58220189-58220517,True,,,,,0.3845645402297098,hyper,0.47,0.9034267912772586,0.8924731182795699,0.8870413436692506
cg25060829,0.313474469,0.47720571,13.96535081,3.36e-38,8.51e-36,75.6852319,0.191921391,0.50539586,0.313474469,6,28367571,R,I,ZSCAN12,TSS200,island,TSS200-island,chr6:28367124-28367651,True,,,,,0.40344221788680185,hyper,0.3,0.9409409409409409,0.9591836734693877,0.9029328165374677
cg16642695,-0.221576915,0.407100788,-10.63883408,3.5e-24,9.419999999999999e-23,43.61585071,0.608751722,0.387174807,-0.221576915,8,67343633,F,II,ADHFE1,TSS1500,shore,TSS1500-shore,chr8:67344497-67344989,,,,,,-0.254033612044158,hypo,0.5,0.9126413155190134,0.9326424870466321,0.8932428940568475
cg13121732,-0.247966841,0.438370927,-11.39827243,3.45e-27,1.39e-25,50.4820985,0.664038591,0.41607175,-0.247966841,14,105260250,F,II,AKT1,TSS1500,shore,TSS1500-shore,chr14:105261334-105261624,,True,,,,-0.2957005061233982,hypo,0.58,0.9462151394422311,0.9696969696969697,0.9161369509043927
cg05919685,-0.273359348,0.400391755,-10.92003966,2.79e-25,8.65e-24,46.12281156,0.649168428,0.37580908,-0.273359348,1,159556997,F,II,APCS,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.3207512020508786,hypo,0.53,0.9156378600823044,0.9375,0.8993669250645995
cg20006729,-0.228325296,0.592321646,-8.919483941,6.77e-18,9.07e-17,29.28276288,0.800114092,0.571788796,-0.228325296,12,7033146,F,II,ATN1,TSS1500,shelf,TSS1500-shelf,chr12:7036955-7037924,,,,rs7310420,,-0.2980015753399928,hypo,0.76,0.9268292682926831,0.9644670050761421,0.9054909560723514
cg03276883,-0.292643292,0.316205186,-13.03991285,4.29e-34,5.200000000000001e-32,66.28046794,0.582531635,0.289888343,-0.292643292,4,104021583,F,II,BDH2,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.34781664383649347,hypo,0.48,0.9408224674022065,0.9595959595959594,0.9144961240310078
cg10881615,-0.183695681,0.733336329,-7.510846781,2.36e-13,2.03e-12,18.96892439,0.900512614,0.716816933,-0.183695681,2,69100119,F,II,BMP10,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.23748576315106018,hypo,0.88,0.9193054136874361,0.9484536082474226,0.8928682170542636
cg06203976,-0.218900443,0.662743717,-7.536964994,1.97e-13,1.7e-12,19.14730836,0.861958868,0.643058425,-0.218900443,1,159140445,F,II,CADM3,TSS1500,shore,TSS1500-shore,chr1:159141202-159141718,,,,,,-0.27528927150132243,hypo,0.81,0.8783068783068783,0.8972972972972972,0.8546640826873385
cg10825847,-0.239960042,0.620905299,-8.685912091,4.21e-17,5.2e-16,27.47808352,0.8392862,0.599326158,-0.239960042,11,104894216,R,II,CASP5,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.2988975225833621,hypo,0.78,0.905699481865285,0.8972972972972972,0.8719509043927649
cg20608990,-0.319319044,0.575001689,-11.27220822,1.11e-26,4.17e-25,49.32154495,0.865604992,0.546285948,-0.319319044,2,202097607,F,II,CASP8,TSS1500,opensea,TSS1500-opensea,,,True,,,,-0.370997560104391,hypo,0.78,0.9404641775983855,0.9538461538461539,0.9228682170542636
cg21580421,-0.243379679,0.647265207,-8.955037641,5.11e-18,6.93e-17,29.56062054,0.868758225,0.625378546,-0.243379679,3,112361234,R,II,CCDC80,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.3193703331029264,hypo,0.82,0.9132231404958677,0.9148936170212766,0.9081912144702843
cg21109025,-0.184646091,0.665055603,-6.851409803,1.95e-11,1.39e-10,14.63516559,0.833096829,0.648450738,-0.184646091,17,32580869,R,II,CCL2,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.2458896129747462,hypo,0.75,0.8342602892102335,0.8208092485549133,0.8351033591731266
cg01520122,-0.275885187,0.651267631,-9.394442201,1.48e-19,2.36e-18,33.06191091,0.902342999,0.626457812,-0.275885187,17,32595801,F,II,CCL7,TSS1500,opensea,TSS1500-opensea,,,,,rs36231836,,-0.35508039114793877,hypo,0.87,0.9266802443991854,0.9375,0.9164728682170543
cg27000831,-0.259531577,0.605385474,-9.757460659,7.270000000000001e-21,1.33e-19,36.04592407,0.84157788,0.582046303,-0.259531577,17,32645748,F,II,CCL8,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.3144895130698665,hypo,0.75,0.903225806451613,0.8913043478260869,0.8904909560723514
cg02478603,-0.177441828,0.682560051,-7.118459887,3.39e-12,2.61e-11,16.3503411,0.84404488,0.666603052,-0.177441828,1,158301451,R,II,CD1B,TSS200,opensea,TSS200-opensea,,,,,,,-0.24329907265568193,hypo,0.78,0.8645720476706393,0.9010989010989011,0.8651291989664083
cg16993682,-0.26759864,0.41441167,-10.24756856,1.1e-22,2.4600000000000003e-21,40.20021347,0.657945684,0.390347044,-0.26759864,1,158259268,F,II,CD1C,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.32814915448811627,hypo,0.56,0.9197530864197531,0.9424083769633509,0.9001033591731267
cg03761113,-0.240609608,0.51836088,-9.974562987,1.1500000000000002e-21,2.31e-20,37.8686939,0.737332933,0.496723325,-0.240609608,1,157811724,F,II,CD5L,TSS200,opensea,TSS200-opensea,,,,,,,-0.2910493712039953,hypo,0.61,0.8956796628029505,0.9021739130434783,0.8902713178294573
cg09857273,-0.276854831,0.584478152,-10.65203235,3.11e-24,8.429999999999999e-23,43.73255377,0.836435965,0.559581134,-0.276854831,8,95230984,R,II,CDH17,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.34660341622154556,hypo,0.75,0.9128630705394191,0.9696969696969697,0.9222222222222223
cg21049958,-0.211929253,0.491782414,-9.243545773,5.07e-19,7.61e-18,31.84564002,0.684653281,0.472724028,-0.211929253,19,42134128,R,II,CEACAM4,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.24220864908679338,hypo,0.56,0.8758029978586724,0.8852459016393442,0.8733850129198967
cg14666310,-0.225893994,0.578397556,-10.17528973,2.05e-22,4.47e-21,39.57872979,0.783977342,0.558083348,-0.225893994,19,42211479,F,II,CEACAM5,TSS1500,opensea,TSS1500-opensea,,,,,rs73932029,,-0.24629963506267769,hypo,0.67,0.9126413155190134,0.9090909090909092,0.9128682170542636
cg18119407,-0.23258104,0.46200641,-11.32112261,7.07e-27,2.73e-25,49.77089733,0.673671889,0.441090849,-0.23258104,2,201980504,R,II,CFLAR,TSS1500,shore,TSS1500-shore,chr2:201981062-201981689,,,,,,-0.2862267306561948,hypo,0.57,0.9322548028311427,0.9430051813471503,0.9073255813953489
cg15926585,-0.220247698,0.683205993,-8.703815886,3.66e-17,4.55e-16,27.61513342,0.883647243,0.663399545,-0.220247698,22,19928445,F,II,COMT,TSS1500,shore,TSS1500-shore,chr22:19929096-19929468,,,,rs79019435,,-0.25442067667090656,hypo,0.8,0.899063475546306,0.9081081081081082,0.8720801033591732
cg15163151,-0.201986681,0.565389574,-8.991472184,3.83e-18,5.25e-17,29.84621848,0.749211984,0.547225304,-0.201986681,8,100906373,F,II,COX6C,TSS1500,shore,TSS1500-shore,chr8:100905657-100906003,,,,rs79169879,rs76050383,-0.25871222698419166,hypo,0.64,0.8645720476706393,0.9148936170212766,0.8693927648578812
cg00051662,-0.198095216,0.684373832,-7.756993829,4.19e-14,3.87e-13,20.66997766,0.864654729,0.666559514,-0.198095216,10,96521086,F,II,CYP2C19,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.23816763484860015,hypo,0.82,0.886339937434828,0.9100529100529101,0.8709431524547804
cg24140586,-0.205981217,0.699109987,-7.311271279,9.29e-13,7.53e-12,17.62259808,0.886567714,0.680586496,-0.205981217,10,96697436,R,II,CYP2C9,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.2618215237112615,hypo,0.8,0.8091428571428572,0.8255813953488371,0.8735271317829457
cg21263710,-0.272665872,0.535439701,-11.49743137,1.3700000000000001e-27,5.850000000000001e-26,51.40057823,0.783585261,0.510919389,-0.272665872,18,49865488,F,II,DCC,TSS1500,shelf,TSS1500-shelf,chr18:49868377-49868759,,,,,,-0.3017952279861767,hypo,0.65,0.8947927736450585,0.9032258064516129,0.9137596899224807
cg01687040,-0.289633223,0.617636538,-11.00930655,1.24e-25,4.03e-24,46.92748619,0.881223608,0.591590385,-0.289633223,12,55043559,R,II,DCD,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.3309278852365633,hypo,0.8,0.9392712550607288,0.9430051813471503,0.9285658914728683
cg12512013,-0.269900071,0.509845961,-9.830949801,3.91e-21,7.39e-20,36.65977919,0.755474444,0.485574372,-0.269900071,8,13373033,R,II,DLC1,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.32162997867744014,hypo,0.67,0.9053497942386831,0.9206349206349206,0.8670413436692507
cg09212014,-0.210791953,0.580971039,-10.7560312,1.23e-24,3.5e-23,44.6554714,0.772806881,0.562014928,-0.210791953,14,101191893,R,II,DLK1,TSS1500,shore,TSS1500-shore,chr14:101192851-101193499,,,,,,-0.2520752248542706,hypo,0.72,0.9371884346959122,0.9441624365482233,0.9081782945736434
cg19303187,-0.237876792,0.391959138,-10.63556314,3.6e-24,9.679999999999999e-23,43.58694291,0.608444132,0.37056734,-0.237876792,2,172968881,R,II,DLX2,TSS1500,shore,TSS1500-shore,chr2:172964762-172967857,,,,,,-0.2606727456024068,hypo,0.46,0.8727272727272728,0.9270833333333334,0.8683204134366925
cg04164925,-0.19992068,0.730136314,-9.123197017,1.34e-18,1.92e-17,30.88595039,0.912078515,0.712157835,-0.19992068,2,74008058,R,II,DUSP11,TSS1500,shore,TSS1500-shore,chr2:74006849-74007274,,,,,,-0.23555191837397166,hypo,0.87,0.9200819672131147,0.8852459016393442,0.8981136950904393
cg23214755,-0.278604747,0.587420791,-9.725981288,9.47e-21,1.71e-19,35.78397225,0.840971154,0.562366407,-0.278604747,2,11607042,F,II,E2F6,TSS1500,shore,TSS1500-shore,chr2:11605743-11606385,,,,,,-0.33065881723919044,hypo,0.78,0.9204081632653061,0.9435897435897437,0.9008785529715763
cg00240178,-0.213563188,0.579698398,-9.73013967,9.14e-21,1.66e-19,35.81854138,0.774056263,0.560493075,-0.213563188,6,74232108,R,II,EEF1A1,TSS1500,shore,TSS1500-shore,chr6:74233268-74233546,,,,,,-0.2418771494596073,hypo,0.65,0.876210979547901,0.9081081081081082,0.8861886304909561
cg07100532,-0.226444916,0.47355726,-8.754519213,2.47e-17,3.12e-16,28.00441853,0.679638425,0.453193509,-0.226444916,18,713085,F,II,ENOSF1,TSS1500,island,TSS1500-island,chr18:712232-713086,,,,,,-0.2678570117356974,hypo,0.57,0.8861024033437827,0.9430051813471503,0.845452196382429
cg18745416,-0.223997569,0.539090743,-9.769262076,6.5800000000000004e-21,1.21e-19,36.14428236,0.742944646,0.518947077,-0.223997569,6,152011399,F,II,ESR1,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.25131827600530965,hypo,0.65,0.8792372881355932,0.9489795918367346,0.8716666666666667
cg21243589,-0.241288315,0.595535296,-10.57022447,6.4399999999999994e-24,1.68e-22,43.01072781,0.815125022,0.573836707,-0.241288315,2,88428542,R,II,FABP1,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.30449559421258915,hypo,0.73,0.9306122448979592,0.9375,0.923578811369509
cg14814536,-0.217171466,0.544871829,-10.4555173,1.7799999999999998e-23,4.38e-22,42.00485954,0.742513488,0.525342021,-0.217171466,11,22648107,F,II,FANCF,TSS1500,shore,TSS1500-shore,chr11:22646706-22647441,,,,rs45522531,,-0.23545621369324066,hypo,0.64,0.8877229800629591,0.9042553191489362,0.8703617571059432
cg08786003,-0.317360997,0.582503077,-10.27535664,8.61e-23,1.9600000000000003e-21,40.43994507,0.871324416,0.553963419,-0.317360997,1,157670710,R,II,FCRL3,TSS200,opensea,TSS200-opensea,,,,,,,-0.40173165642466674,hypo,0.83,0.9371196754563895,0.9312169312169312,0.9142377260981912
cg04720596,-0.217619709,0.555207159,-10.13178096,2.99e-22,6.4e-21,39.20607641,0.75325675,0.535637041,-0.217619709,19,4304173,R,II,FSD1,TSS1500,shore,TSS1500-shore,chr19:4304542-4305122,,,,,,-0.2599486829409785,hypo,0.65,0.9132231404958677,0.9538461538461539,0.8939276485788114
cg07378350,-0.228573616,0.449041663,-10.460978,1.69e-23,4.1800000000000003e-22,42.05257807,0.657060097,0.428486482,-0.228573616,20,34027324,F,II,GDF5,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.27132274112923427,hypo,0.55,0.917093142272262,0.9319371727748691,0.9072222222222223
cg25742394,-0.209627579,0.562003748,-9.142509889,1.15e-18,1.66e-17,31.03933163,0.752779927,0.543152347,-0.209627579,3,169754870,F,II,GPR160,TSS1500,shore,TSS1500-shore,chr3:169755594-169756847,,,,,,-0.26073356821956406,hypo,0.66,0.8935281837160751,0.9375,0.8719896640826873
cg17219660,-0.221272018,0.343173189,-9.775304397,6.2500000000000006e-21,1.15e-19,36.19467427,0.544546644,0.323274626,-0.221272018,1,202091880,R,I,GPR37L1,TSS200,opensea,TSS200-opensea,,True,,,,,-0.2661481562337751,hypo,0.49,0.9100101112234581,0.9005235602094239,0.8338113695090439
cg21146273,-0.210388201,0.543890219,-8.421587696,3.19e-16,3.6e-15,25.4798957,0.735358618,0.524970417,-0.210388201,5,152869193,F,II,GRIA1,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.29446598656779777,hypo,0.65,0.88016967126193,0.9021739130434783,0.8666795865633075
cg01983548,-0.238634836,0.661407789,-9.731631043,9.030000000000001e-21,1.64e-19,35.8309419,0.878582657,0.639947821,-0.238634836,2,234764133,F,II,HJURP,TSS1500,shore,TSS1500-shore,chr2:234762496-234763579,,,,,,-0.28977807401725225,hypo,0.75,0.8822269807280513,0.8323699421965317,0.8975968992248062
cg09473613,-0.259127996,0.5829533,-9.8546329,3.2e-21,6.1e-20,36.85829448,0.818778418,0.559650422,-0.259127996,1,24152604,R,II,HMGCL,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.3061895012506819,hypo,0.73,0.905894519131334,0.9206349206349206,0.8860981912144703
cg10957151,-0.214579388,0.307431082,-8.683109569,4.3e-17,5.31e-16,27.4566502,0.502713763,0.288134375,-0.214579388,2,176986956,R,II,HOXD9,TSS1500,island,TSS1500-island,chr2:176986424-176988291,,True,,,rs79692292,-0.24752375591540354,hypo,0.38,0.8757894736842106,0.8877005347593583,0.784922480620155
cg15692052,-0.21727016,0.425354166,-12.00252685,1.1400000000000001e-29,6.64e-28,56.15365855,0.623085643,0.405815483,-0.21727016,13,47472250,R,II,HTR2A,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.24432238914369347,hypo,0.49,0.9160621761658031,0.9148936170212766,0.9087726098191214
cg21406461,-0.306174782,0.44092028,-11.47150888,1.74e-27,7.34e-26,51.15999223,0.719561359,0.413386577,-0.306174782,1,158978957,R,II,IFI16,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.36184169867606336,hypo,0.62,0.9199178644763861,0.9319371727748691,0.904780361757106
cg21342392,-0.240475984,0.679244249,-7.102443996,3.77e-12,2.89e-11,16.24593139,0.898094695,0.657618711,-0.240475984,7,111203008,F,II,IMMP2L,TSS1500,shore,TSS1500-shore,chr7:111202079-111202683,,,,,rs79514222,-0.2912813459422024,hypo,0.89,0.8635875402792696,0.8864864864864864,0.848656330749354
cg19582822,-0.257593178,0.575539306,-11.3627631,4.800000000000001e-27,1.9e-25,50.15438452,0.80996763,0.552374452,-0.257593178,19,51375975,F,II,KLK2,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.2950241051886956,hypo,0.68,0.9165808444902164,0.9148936170212766,0.9102842377260982
cg20823091,-0.229023917,0.670378006,-8.537333151,1.32e-16,1.55e-15,26.34905592,0.878806247,0.64978233,-0.229023917,1,152680639,F,II,LCE4A,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.2935514089702148,hypo,0.8,0.8914646996838778,0.8715083798882681,0.8818217054263566
cg21340845,-0.339600167,0.431658762,-13.54070319,2.68e-36,4.72e-34,71.32942678,0.740719346,0.401119179,-0.339600167,2,142890700,R,II,LRP1B,TSS1500,shelf,TSS1500-shelf,chr2:142887724-142888553,,,,,,-0.3265481799980642,hypo,0.58,0.9146968139773896,0.9166666666666666,0.9103359173126615
cg20333727,-0.195095011,0.634689217,-9.982617675,1.08e-21,2.16e-20,37.93685915,0.812239713,0.617144702,-0.195095011,11,1889893,R,II,LSP1,TSS200,shelf,TSS200-shelf,chr11:1892037-1892556,,,,,,-0.24531603043014974,hypo,0.73,0.9254341164453525,0.9148936170212766,0.9065374677002584
cg04604142,-0.225526148,0.653757451,-9.12533926,1.31e-18,1.89e-17,30.90295209,0.859002471,0.633476323,-0.225526148,17,48796515,R,II,LUC7L3,TSS1500,shore,TSS1500-shore,chr17:48796750-48797317,,,,,,-0.27885150451749985,hypo,0.8,0.9096573208722741,0.9206349206349206,0.8917829457364341
cg11009736,-0.304906599,0.421849195,-12.38330823,2.8600000000000003e-31,2.1400000000000002e-29,59.81597453,0.699336136,0.394429537,-0.304906599,2,119699682,R,II,MARCO,TSS200,opensea,TSS200-opensea,,,,,,,-0.32710507505500114,hypo,0.55,0.9132231404958677,0.8961748633879781,0.9146511627906977
cg20686446,-0.229966356,0.484931463,-8.662963885,5.03e-17,6.16e-16,27.30273357,0.694217392,0.464251036,-0.229966356,19,50320090,F,I,MED25,TSS1500,shore,TSS1500-shore,chr19:50321414-50321762,,,,,,-0.29472588192026233,hypo,0.62,0.8524590163934426,0.8603351955307262,0.8513049095607235
cg25562958,-0.229142292,0.642439955,-7.989317607,7.88e-15,7.8e-14,22.31585176,0.850975926,0.621833634,-0.229142292,14,101490676,R,II,MIR1197,TSS1500,opensea,TSS1500-opensea,,,,,,rs80084667,-0.2727927367346941,hypo,0.78,0.8969823100936524,0.8852459016393442,0.8659819121447029
cg25247520,-0.237936594,0.400584096,-11.53045239,1e-27,4.38e-26,51.70752865,0.617123514,0.37918692,-0.237936594,8,128808017,F,II,MIR1204,TSS200,shore,TSS200-shore,chr8:128806081-128806899,,,,,,-0.2538168103132086,hypo,0.47,0.8923719958202717,0.9430051813471503,0.8950516795865633
cg13753460,-0.224989491,0.593929707,-9.852963923,3.2500000000000003e-21,6.18e-20,36.84429388,0.79868633,0.57369684,-0.224989491,14,101520989,F,II,MIR134,TSS200,opensea,TSS200-opensea,,,,,,,-0.25822879118057,hypo,0.65,0.8698481561822127,0.8666666666666667,0.8995736434108528
cg23029159,-0.206597166,0.695941067,-7.791119623,3.29e-14,3.06e-13,20.90930203,0.883959351,0.677362185,-0.206597166,14,101524635,R,II,MIR154,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.2508578943865453,hypo,0.81,0.8848996832101372,0.8972972972972972,0.8717312661498708
cg05138957,-0.227856789,0.579553837,-9.16707193,9.4e-19,1.37e-17,31.23474692,0.786919907,0.559063118,-0.227856789,14,101528123,R,II,MIR377,TSS1500,shelf,TSS1500-shelf,chr14:101531643-101532384,,True,,,,-0.27613592802742937,hypo,0.68,0.888421052631579,0.8729281767955802,0.8877777777777778
cg14440205,-0.233214336,0.651670116,-9.84256569,3.5400000000000006e-21,6.72e-20,36.7571034,0.86391194,0.630697604,-0.233214336,14,101487928,F,II,MIR379,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.2774143556500297,hypo,0.74,0.891005291005291,0.8603351955307262,0.9072997416020672
cg00175487,-0.240221163,0.6584791,-8.740568281,2.75e-17,3.46e-16,27.8971365,0.877097641,0.636876478,-0.240221163,14,101490186,F,II,MIR380,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.2946547931975585,hypo,0.8,0.8841657810839533,0.8852459016393442,0.9004263565891473
cg07126399,-0.215252596,0.63066899,-8.029085502,5.9e-15,5.9e-14,22.60145534,0.826564338,0.611311742,-0.215252596,14,101530537,R,II,MIR412,TSS1500,shore,TSS1500-shore,chr14:101531643-101532384,,,,,,-0.26415339981941033,hypo,0.76,0.8898216159496327,0.8791208791208791,0.8736950904392765
cg03019112,-0.226130934,0.666523184,-8.084696656,3.93e-15,4e-14,23.00272209,0.872318602,0.646187668,-0.226130934,14,101518520,R,II,MIR487A,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.2712373391028934,hypo,0.78,0.8596112311015119,0.8295454545454545,0.8584366925064599
cg20323571,-0.23495183,0.612602797,-9.117129434,1.4e-18,2.02e-17,30.8378116,0.826425865,0.591474035,-0.23495183,1,176999034,F,II,MIR488,TSS1500,opensea,TSS1500-opensea,,,,,rs73045475,,-0.26753375414567043,hypo,0.71,0.8824786324786325,0.8409090909090909,0.8997286821705426
cg11069071,-0.206757392,0.516768417,-8.49062033,1.89e-16,2.18e-15,25.99717868,0.704932519,0.498175126,-0.206757392,14,101525465,R,II,MIR496,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.25034302669091474,hypo,0.61,0.8499452354874042,0.8972972972972972,0.8668217054263566
cg05865548,-0.181206259,0.728094649,-6.626080259,8.17e-11,5.47e-10,13.23107867,0.893005381,0.711799122,-0.181206259,14,101498206,F,II,MIR543,TSS200,opensea,TSS200-opensea,,,,,rs61992660,,-0.23577584153808873,hypo,0.85,0.8690095846645367,0.8777777777777778,0.8423385012919897
cg17419731,-0.19824742,0.507149098,-8.527618473,1.42e-16,1.66e-15,26.27575526,0.687568512,0.489321093,-0.19824742,7,5535731,F,I,MIR589,TSS200,shore,TSS200-shore,chr7:5534384-5534766,,,,,,-0.2541597957770208,hypo,0.65,0.8874868559411146,0.9032258064516129,0.851343669250646
cg11035122,-0.219966981,0.69205922,-9.106275904,1.53e-18,2.19e-17,30.75176129,0.892244998,0.672278017,-0.219966981,14,101491994,R,II,MIR758,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.272606060257587,hypo,0.82,0.9106029106029105,0.9032258064516129,0.9089664082687339
cg01022345,-0.256013458,0.576777112,-11.5777064,6.45e-28,2.89e-26,52.14772087,0.809767777,0.553754319,-0.256013458,14,101317819,F,II,MIR770,TSS1500,opensea,TSS1500-opensea,,True,,,,,-0.2679368796450262,hypo,0.67,0.8959660297239915,0.9206349206349206,0.9128811369509044
cg22461018,-0.196225407,0.575359343,-8.389799926,4.05e-16,4.54e-15,25.24279762,0.75393858,0.557713174,-0.196225407,4,174538011,R,II,MORF4,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.2446496458154724,hypo,0.67,0.89375,0.8972972972972972,0.8664082687338501
cg12583591,-0.211153099,0.693023014,-7.996169412,7.5e-15,7.43e-14,22.36497963,0.885187526,0.674034426,-0.211153099,19,9092130,R,II,MUC16,TSS200,opensea,TSS200-opensea,,,,,,,-0.24462642822994016,hypo,0.81,0.8723404255319148,0.8555555555555556,0.863359173126615
cg21367256,-0.25321276,0.552772841,-9.511874749,5.64e-20,9.39e-19,34.01832467,0.78321467,0.530001909,-0.25321276,20,62795658,F,II,MYT1,TSS200,opensea,TSS200-opensea,,,,,,,-0.2854814362164697,hypo,0.67,0.8935721812434141,0.8913043478260869,0.8900129198966409
cg01395254,-0.248414841,0.619885439,-8.663484967,5.01e-17,6.13e-16,27.3067113,0.845960816,0.597545975,-0.248414841,2,2336428,R,II,MYT1L,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.29166884088352607,hypo,0.77,0.8629989212513485,0.8913043478260869,0.8814987080103359
cg02304033,-0.203124867,0.636819759,-7.861026453,1.99e-14,1.9e-13,21.40218794,0.821678001,0.618553134,-0.203124867,10,129346680,R,II,NPS,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.23759065979879462,hypo,0.74,0.8669527896995708,0.8603351955307262,0.8577519379844961
cg04414912,-0.208637783,0.66497812,-8.895500786,8.18e-18,1.09e-16,29.09579843,0.854853513,0.64621573,-0.208637783,11,131239030,F,II,NTM,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.24347049700833234,hypo,0.77,0.8967674661105319,0.8729281767955802,0.8710206718346254
cg20335735,-0.260801471,0.541616809,-12.48783206,1.03e-31,8.299999999999999e-30,60.8326675,0.778964911,0.518163439,-0.260801471,6,150068006,R,II,NUP43,TSS1500,shore,TSS1500-shore,chr6:150067323-150067766,,,,,,-0.29934073563038865,hypo,0.66,0.9362992922143579,0.9591836734693877,0.9135012919896641
cg22852840,-0.213322222,0.587591172,-9.710234128,1.08e-20,1.94e-19,35.65315912,0.781729741,0.568407519,-0.213322222,6,47749714,F,II,OPN5,TSS200,opensea,TSS200-opensea,,,,,rs7741473,,-0.26436931687593035,hypo,0.72,0.9133537206931702,0.9387755102040817,0.8545219638242894
