CpG,logFC,AveExpr,t,P.Value,adj.P.Val,B,Normal_AVG,Tumor_AVG,deltaBeta,CHR,MAPINFO,Strand,Type,gene,feature,cgi,feat.cgi,UCSC_CpG_Islands_Name,DHS,Enhancer,Phantom,Probe_SNPs,Probe_SNPs_10,dbeta
cg18711066,0.356505591874763,0.478427817961566,12.9947900360644,6.74299606892771e-34,7.91497296758486e-32,65.8304340792594,0.153982081471225,0.510487673345987,0.356505591874763,16,68118822,F,II,NFATC3,TSS1500,island,TSS1500-island,chr16:68118564-68119986,,,,,,0.4161563078927982
cg01781974,0.314698391985311,0.436485032943996,10.8518050767586,5.17451766140819e-25,1.54965723356955e-23,45.5105821380218,0.150086856065278,0.464785248050589,0.314698391985311,14,52535973,R,I,NID2,TSS200,island,TSS200-island,chr14:52534581-52536722,True,,high-CpG:51605470-51605775,,,0.3685930407197162
cg23483765,0.361622869645814,0.522351906976638,11.4256320874769,2.67519467310381e-27,1.09715645044698e-25,50.7350317560281,0.19324907956516,0.554871949210974,0.361622869645814,5,156886996,R,I,NIPAL4,TSS200,island,TSS200-island,chr5:156886969-156887440,,,,,,0.3857763277952198
cg03694713,0.359318036447685,0.520859423219214,13.1809839077051,1.0362174990895e-34,1.39623998655074e-32,67.6927517372471,0.193854159833372,0.553172196281056,0.359318036447684,8,23564156,F,II,NKX2-6,TSS1500,island,TSS1500-island,chr8:23562475-23565175,,True,,,,0.4302982427607179
cg15866977,0.381183325828652,0.43918432248288,11.6418655773785,3.52518121781057e-28,1.64397024922081e-26,52.7471482850724,0.0922800727179559,0.473463398546607,0.381183325828651,17,79919578,F,I,NOTUM,TSS1500,island,TSS1500-island,chr17:79917286-79920022,,,,,,0.4353485035569202
cg00536939,0.409704033357012,0.514341935467945,15.3720320507651,1.0984580973873201e-44,9.610358802967347e-42,90.5485726111185,0.141481790002751,0.551185823359763,0.409704033357012,11,47279352,R,II,NR1H3,TSS200,opensea,TSS200-opensea,,True,True,,,,0.465295211340527
cg03430846,0.323537739807327,0.423974354636849,10.143018356129,2.7136586620107298e-22,5.83934082789994e-21,39.3022198838852,0.129531735315792,0.453069475123119,0.323537739807327,8,31497082,F,II,NRG1,TSS200,island,TSS200-island,chr8:31496525-31498346,,,,,,0.3692237374532006
cg02852959,0.378268963678029,0.572356386305205,12.0024639803231,1.14236419373579e-29,6.64034489345445e-28,56.1530593385684,0.22810441576369,0.606373379441718,0.378268963678028,12,2944436,R,II,NRIP2,TSS1500,opensea,TSS1500-opensea,,True,True,,,,0.4149888973059742
cg18016826,0.329743909946757,0.509425284486857,12.9755309125807,8.1779526111992e-34,9.44317575842908e-32,65.6386054963448,0.209334603851858,0.539078513798616,0.329743909946758,5,176560001,R,II,NSD1,TSS200,island,TSS200-island,chr5:176558852-176561652,,,high-CpG:176492410-176492673,,,0.3956766044610277
cg18525352,0.374427690336222,0.625537307323645,14.8404262137465,3.3336498030975096e-42,1.79675605182564e-39,84.8583523937244,0.284781171873774,0.659208862209996,0.374427690336223,12,106533867,R,I,NUAK1,TSS200,shore,TSS200-shore,chr12:106532106-106533696,,,,,,0.4306464729369911
cg21039708,0.355678762376836,0.574860818412928,11.6470292020715,3.3577066556654397e-28,1.57112690596345e-26,52.7954786086469,0.251167556249836,0.606846318626672,0.355678762376836,14,57278729,R,I,OTX2OS1,TSS1500,island,TSS1500-island,chr14:57278709-57279116,,,,,,0.4201241522710559
cg24663970,0.375059937931771,0.558722145820344,11.329273576141,6.551957816718e-27,2.53771161375311e-25,49.8458944042389,0.217390619573084,0.592450557504855,0.375059937931771,13,97647084,F,II,OXGR1,TSS1500,shore,TSS1500-shore,chr13:97646394-97646737,,True,,,,0.4470452411023721
cg08300419,0.3641160275131,0.517614929047586,18.7250433295799,5.24952921363483e-61,1.3165994252103298e-56,127.990967984216,0.186243148613002,0.550359176126102,0.3641160275131,11,47208959,R,I,PACSIN3,TSS1500,island,TSS1500-island,chr11:47207188-47209176,,,,,,0.443845205287198
cg24167314,0.402137505455157,0.543795373572467,11.5495618646639,8.39672593348214e-28,3.70023460209166e-26,51.8854093249394,0.177821312852486,0.579958818307643,0.402137505455157,12,103311500,R,II,PAH,TSS200,shore,TSS200-shore,chr12:103311040-103311253,,True,,,,0.480435473749903
cg00970325,0.365936404745921,0.505275283589412,11.903066778105,2.95790124714933e-29,1.61272063577364e-27,55.2080649351678,0.17224682891057,0.538183233656491,0.365936404745921,3,142683176,R,II,PAQR9,TSS1500,island,TSS1500-island,chr3:142681137-142683268,True,,,,,0.4259825896924514
cg18077971,0.342277001704585,0.625296468434662,13.6894660685004,5.81402224948155e-37,1.17468541373051e-34,72.8478196468352,0.313799772638761,0.656076774343348,0.342277001704587,2,223164867,F,I,PAX3,TSS1500,shore,TSS1500-shore,chr2:223162946-223163912,,True,,rs45506598,,0.3982673481936719
cg22488256,0.380415352655012,0.547260828149111,13.8054488803265,1.75871468408676e-37,3.9011630762197e-35,74.0373160589787,0.201055489222068,0.58147084187708,0.380415352655012,1,66258046,R,II,PDE4B,TSS200,shore,TSS200-shore,chr1:66258440-66258918,,,,,,0.4299553486685182
cg12727795,0.343961943338011,0.497204717243409,13.9541787112068,3.76913296142856e-38,9.44681322954185e-36,75.5697974374791,0.184174603342269,0.528136546680281,0.343961943338012,5,149535695,F,II,PDGFRB,TSS1500,opensea,TSS1500-opensea,,,,,,,0.3980224237477301
cg04518342,0.307078601938051,0.503581042651168,8.52448673937355,1.45654332595414e-16,1.7032696588249604e-15,26.2521388843958,0.224117422901791,0.531196024839842,0.307078601938051,5,131593106,R,I,PDLIM4,TSS1500,island,TSS1500-island,chr5:131593039-131593813,True,,,,,0.3682375631992102
cg18877506,0.352897652964067,0.407452470019892,12.8181183756535,3.93599217503736e-33,4.027032733777351e-31,64.076445179775,0.0862902175022342,0.439187870466301,0.352897652964066,1,13910555,R,II,PDPN,TSS1500,island,TSS1500-island,chr1:13910137-13910868,True,,,,,0.3806001125637348
cg26582768,0.340212135333495,0.438614764854815,8.75671999955092,2.42765126725056e-17,3.06835056272802e-16,28.0213543118086,0.128997246008145,0.46920938134164,0.340212135333495,10,102792043,R,II,PDZD7,TSS1500,island,TSS1500-island,chr10:102792042-102792266,,,high-CpG:102781809-102782204,,,0.4111087159067003
cg10708955,0.343346685020643,0.561802734530941,13.8729831595515,8.74707720000744e-38,2.054116215998e-35,74.7321902470591,0.249332549961794,0.592679234982438,0.343346685020644,17,8056950,R,II,PER1,TSS1500,shore,TSS1500-shore,chr17:8054550-8055835,True,True,,,,0.373679097108589
cg07198194,0.418193306433006,0.539452539289306,18.4328048444547,1.50723882659658e-59,2.7001465845703198e-55,124.644481176863,0.158866544585887,0.577059851018893,0.418193306433006,10,3109053,R,I,PFKP,TSS1500,island,TSS1500-island,chr10:3108650-3111419,,,,,,0.5045797129355043
cg24530250,0.3732246861303,0.46498006372289,11.4967767735769,1.37674960245324e-27,5.88702073415458e-26,51.394498858506,0.125318748647472,0.498543434777773,0.373224686130301,11,71955599,R,I,PHOX2A,TSS1500,island,TSS1500-island,chr11:71954816-71955659,True,,,,,0.426155064015404
cg19725903,0.337514402179453,0.528114655172821,14.1768352080437,3.70268807869495e-39,1.11795326536552e-36,77.8786316610208,0.220952267577851,0.558466669757304,0.337514402179453,12,14721020,F,I,PLBD1,TSS1500,island,TSS1500-island,chr12:14720248-14721093,True,,,,,0.3915354273843276
cg24182521,0.340640406799769,0.523146335455151,12.4590182626147,1.36472403798039e-31,1.07815205104664e-29,60.5519182614962,0.213139058763275,0.553779465563044,0.340640406799769,20,44541013,F,II,PLTP,TSS1500,shore,TSS1500-shore,chr20:44539729-44540099,True,,,,,0.3777678253811921
cg18709349,0.373242963832679,0.51086774404802,13.184502378095,1.00005267649445e-34,1.35041212189733e-32,67.7280775498241,0.171189794948497,0.544432758781175,0.373242963832678,19,46999274,F,I,PNMAL2,TSS200,island,TSS200-island,chr19:46999028-46999290,True,,,rs73942484,,0.414777534415594
cg04765848,0.425044118911766,0.581558286013666,16.7138234484654,4.27594124020871e-51,1.38675040885579e-47,105.248762179242,0.194737559090369,0.619781678002134,0.425044118911765,1,53527576,R,II,PODN,TSS1500,island,TSS1500-island,chr1:53527572-53528974,,,,,,0.5014939616047428
cg23230584,0.383742780231977,0.489381655860523,16.945545236263,3.20390116365217e-52,1.31013438833887e-48,107.830407207345,0.140148118455162,0.52389089868714,0.383742780231978,7,95025740,F,I,PON3,TSS200,island,TSS200-island,chr7:95025559-95026122,,,,,,0.4733573277568517
cg19513834,0.348170488058531,0.449684555366052,11.3872413242029,3.82459093321339e-27,1.53132208602548e-25,50.3802249383408,0.132824362996238,0.480994851054769,0.34817048805853,2,105470561,R,I,POU3F3,TSS1500,island,TSS1500-island,chr2:105468851-105473488,,,high-CpG:104836973-104837008,,,0.38883899375817
cg14130039,0.431070513466739,0.582808575791412,15.174808676794,9.24263024229958e-44,6.69966032813933e-41,88.427837877297,0.190503396269524,0.621573909736263,0.431070513466739,6,32121225,R,II,PPT2,TSS200,shore,TSS200-shore,chr6:32121829-32122529,,,,,,0.5089701941531155
cg04203238,0.397378973302641,0.563978376071398,16.3109909488247,3.7605774640740594e-49,8.17773436342186e-46,100.789052579295,0.202334921950649,0.599713895253291,0.397378973302641,4,16085702,F,I,PROM1,TSS200,island,TSS200-island,chr4:16084195-16085735,True,,high-CpG:15694060-15695184,,,0.4903926109564518
cg08730348,0.374805877314761,0.551456851426933,15.5759597724609,1.20058185330357e-45,1.26163378805048e-42,92.7529182614289,0.210356538618895,0.585162415933656,0.374805877314761,16,31214307,F,II,PYCARD,TSS200,shore,TSS200-shore,chr16:31213566-31214287,True,,,,,0.4235816589438286
cg15124757,0.333858045944329,0.455405972457413,9.2382214176598,5.29103999476993e-19,7.92844619307106e-18,31.8029870398558,0.151571132083617,0.485429178027947,0.333858045944329,2,17699904,F,II,RAD51AP2,TSS200,opensea,TSS200-opensea,,True,,,,,0.3783685086433431
cg25813864,0.354065528190986,0.419948642324354,10.6782869497994,2.45845756911652e-24,6.75739044194842e-23,43.9649884436715,0.0977235393303998,0.451789067521385,0.354065528190985,17,38334176,R,I,RAPGEFL1,TSS200,island,TSS200-island,chr17:38333605-38334795,True,,,,,0.4076418996137678
cg03053374,0.365698414119069,0.488272664066257,16.8105942262511,1.45099198237225e-51,5.35167096792501e-48,106.325501297656,0.155460797979479,0.521159212098548,0.365698414119068,17,38465422,R,II,RARA,TSS200,opensea,TSS200-opensea,,,,,,,0.443729351332617
cg02499249,0.461076705372628,0.568310675965825,15.1753106771092,9.1927872031659e-44,6.68930852953004e-41,88.4332216337471,0.148697703090735,0.609774408463363,0.461076705372628,3,25469720,R,II,RARB,TSS200,opensea,TSS200-opensea,,,True,,,,0.5371914007879595
cg18349298,0.337116585450954,0.599215763817812,17.8682984185877,9.527046332457429e-57,8.960306163755371e-53,118.216882080535,0.292415418065686,0.629532003516638,0.337116585450953,3,158450550,F,I,RARRES1,TSS1500,island,TSS1500-island,chr3:158449795-158450597,True,True,,,,0.3919695169496683
cg27494647,0.396712068658466,0.614217820047713,15.992248425408,1.26476312772794e-47,1.96615790275574e-44,97.2874104913349,0.253181297131915,0.649893365790381,0.396712068658466,7,150038898,F,I,RARRES2,TSS200,island,TSS200-island,chr7:150037459-150039031,True,,,,,0.466097955363565
cg16032102,0.318566784764355,0.411712240764977,10.4932842206454,1.27205290642058e-23,3.1931184603987097e-22,42.3352286349095,0.12179354815569,0.440360332920045,0.318566784764355,1,206680459,F,II,RASSF5,TSS1500,island,TSS1500-island,chr1:206680236-206681444,True,,,,,0.370025828423331
cg03671802,0.321789075196275,0.55893817602419,12.2601726428582,9.49362673600408e-31,6.55932019507514e-29,58.6244725288045,0.2660869673024,0.587876042498675,0.321789075196275,18,56941473,R,II,RAX,TSS1500,island,TSS1500-island,chr18:56939624-56941540,True,,,,,0.3787919235485797
cg15229124,0.354439553507262,0.538597802437299,14.2539251417794,1.65159592715438e-39,5.30918310967561e-37,78.6820095448124,0.216032309497236,0.570471863004499,0.354439553507263,3,139258912,F,I,RBP1,TSS1500,shore,TSS1500-shore,chr3:139257712-139257949,,,,rs75826136,,0.4084230853486832
cg16425038,0.320761341145928,0.583905101743795,14.594160644861,4.57412107954956e-41,2.01972678489665e-38,82.2514485015606,0.291989204945523,0.61275054609145,0.320761341145927,14,24641194,F,I,REC8,TSS200,island,TSS200-island,chr14:24641053-24642220,True,,high-CpG:23710910-23711161,rs1043116,,0.3871114819149859
cg08857201,0.376171856106324,0.488426588673776,12.2634458676329,9.19658793964368e-31,6.37154360614228e-29,58.6560573763747,0.14608313689356,0.522254992999885,0.376171856106324,15,56536865,F,II,RFX7,TSS1500,shore,TSS1500-shore,chr15:56535651-56536129,,,,,,0.4350078229793004
cg10959198,0.339012440425806,0.66699571193753,12.4433694973124,1.5907837428547302e-31,1.24033326006355e-29,60.3995962132049,0.358470001765843,0.697482442191649,0.339012440425807,15,93632896,F,II,RGMA,TSS1500,island,TSS1500-island,chr15:93631428-93633173,,,,,,0.3906349923250195
cg01837657,0.391738815642911,0.569215691376536,16.5686742555276,2.1547463135900003e-50,5.8318441503894e-47,103.63758678783,0.21270518649288,0.604444002135791,0.391738815642911,15,90039822,R,I,RHCG,TSS200,island,TSS200-island,chr15:90039464-90039984,True,True,,,,0.4384889246681208
cg07980518,0.38134294250541,0.480956780400677,12.2391374367792,1.16440110277775e-30,7.92426767131883e-29,58.4216095779832,0.133907267976688,0.515250210482099,0.38134294250541,18,59560394,F,II,RNF152,TSS200,shore,TSS200-shore,chr18:59560494-59562016,,,,,,0.4316548173538622
cg19516515,0.345452495386748,0.412539047649008,12.5863693763151,3.9049769681106e-32,3.3717508842966496e-30,61.7955103469841,0.0981524241495571,0.443604919536305,0.345452495386748,1,155290614,R,II,RUSC1,TSS200,island,TSS200-island,chr1:155290606-155291001,True,,,,,0.3778108814583818
cg01934626,0.386924921063263,0.58786483370267,17.8543684551128,1.11632359812247e-56,1.00154688190825e-52,118.05892882166,0.235735319209844,0.622660240273107,0.386924921063263,5,180018562,F,I,SCGB3A1,TSS200,island,TSS200-island,chr5:180017099-180019062,,True,,,,0.415252665026745
cg03702236,0.364887267662324,0.4538885623334,11.3645294882942,4.72355613999371e-27,1.86838969366663e-25,50.1706714542913,0.12181489787812,0.486702165540444,0.364887267662324,5,9546755,R,II,SEMA5A,TSS1500,shore,TSS1500-shore,chr5:9544692-9546715,,,,,rs78088505,0.429459937591595
cg19349369,0.339498796645609,0.498872931078575,13.1093370364827,2.1337974791548e-34,2.74068037093012e-32,66.9744844838739,0.189904601757212,0.529403398402821,0.339498796645609,6,2842146,R,I,SERPINB1,TSS200,island,TSS200-island,chr6:2841810-2842273,True,,high-CpG:2787068-2787272,,rs386713,0.3971948233275729
cg07834955,0.40061960712569,0.449479210113733,12.2403378086125,1.15091947556042e-30,7.84102972298457e-29,58.4331805521182,0.0848865460748855,0.485506153200576,0.400619607125691,10,99531879,F,I,SFRP5,TSS200,island,TSS200-island,chr10:99531025-99531968,True,,,,,0.4306524949642453
cg23396786,0.332652436761009,0.481834424974531,12.226165732841,1.32050494128149e-30,8.92687441931365e-29,58.2966105407956,0.17909677569203,0.51174921245304,0.332652436761009,2,73299151,R,II,SFXN5,TSS200,island,TSS200-island,chr2:73297630-73299155,,,,,,0.3807538330326748
cg00920348,0.366441450044423,0.496264808589181,12.2632601714478,9.21318922395782e-31,6.38079501472579e-29,58.6542653794266,0.162776726354508,0.529218176398931,0.366441450044423,1,66999304,F,II,SGIP1,TSS1500,shore,TSS1500-shore,chr1:66998728-66999060,True,,,,,0.4369896561904264
cg27252696,0.331395091731036,0.4459077639868,11.8917969802581,3.29385917750993e-29,1.78502779008229e-27,55.1012134753669,0.144314389138051,0.475709480869088,0.331395091731037,6,100912940,R,I,SIM1,TSS1500,island,TSS1500-island,chr6:100912071-100913337,True,,,,,0.3753252720552857
cg02711647,0.41330099722156,0.516076930876465,14.110925363847,7.3720795585095e-39,2.11227204136258e-36,77.1933810610166,0.139943289520154,0.553244286741713,0.41330099722156,2,45237689,R,I,SIX2,TSS1500,island,TSS1500-island,chr2:45235511-45237792,,,,,,0.4697049830136178
cg06263461,0.384253485000731,0.534546657747865,17.6457313083753,1.19398917616825e-55,8.31823514852546e-52,115.697196407427,0.184848342261589,0.56910182726232,0.384253485000731,20,45280237,F,I,SLC13A3,TSS200,shore,TSS200-shore,chr20:45279781-45280169,,,,,,0.4642343766167214
cg14077898,0.402743983516579,0.648989385511924,15.2202254513358,5.66509954193249e-44,4.28820678706783e-41,88.9152115165084,0.282463386124534,0.685207369641113,0.402743983516579,12,100750695,R,II,SLC17A8,TSS200,opensea,TSS200-opensea,,,True,,,,0.4790574118945688
cg00199007,0.318345799614292,0.565732143001907,12.4230185168225,1.94138010921743e-31,1.49510113405966e-29,60.2016650327219,0.27601456277739,0.594360362391681,0.318345799614292,20,61583910,R,I,SLC17A9,TSS200,island,TSS200-island,chr20:61583891-61584222,True,,,,,0.3734644443133664
cg09691340,0.422791883484209,0.504345281864047,14.2196419819164,2.36556278809748e-39,7.32458064770544e-37,78.3244839789317,0.119574251211152,0.542366134695361,0.422791883484208,17,42402882,R,I,SLC25A39,TSS1500,island,TSS1500-island,chr17:42402787-42403266,,,,,,0.48943297840666
cg24302235,0.438606613292859,0.49961401942283,13.9898032297998,2.6032025935663e-38,6.726221371652529e-36,75.9380379341879,0.100450446893718,0.539057060186576,0.438606613292858,3,170746073,R,II,SLC2A2,TSS1500,island,TSS1500-island,chr3:170746072-170746292,True,True,,,,0.4822699126278153
cg26870192,0.314957252807279,0.417128344478814,10.7116622574262,1.8240086528329502e-24,5.10110894468496e-23,44.2610071822233,0.130494585629024,0.445451838436304,0.314957252807279,6,137242062,F,I,SLC35D3,TSS1500,shore,TSS1500-shore,chr6:137242315-137245442,,,,rs62420716,,0.370998178625887
cg11331445,0.312919302333051,0.55908288875983,10.4908831973436,1.29932082698757e-23,3.25765406009236e-22,42.3142017724641,0.27430381145673,0.587223113789781,0.312919302333051,12,47219877,F,II,SLC38A4,TSS200,opensea,TSS200-opensea,,,,,rs7976413,rs7965688,0.3755475664099251
cg10748765,0.36896385586693,0.483035980890331,11.8445918083647,5.16564556674663e-29,2.72673171101153e-27,54.6543043556298,0.147252327889132,0.516216183756062,0.36896385586693,20,3218905,R,II,SLC4A11,TSS1500,island,TSS1500-island,chr20:3218578-3220930,,,,,,0.4073900724209505
cg26001902,0.343941239912123,0.402363763488115,10.6433334918156,3.3585327041843304e-24,9.06902667224853e-23,43.6556251132524,0.0893524911939884,0.433293731106112,0.343941239912123,2,108602979,F,I,SLC5A7,TSS200,island,TSS200-island,chr2:108602824-108603467,,,,,,0.3773124642172976
cg16703956,0.405173205052195,0.528863792317545,16.2402090586551,8.22637840371515e-49,1.61187744133836e-45,100.009323934496,0.160127026568605,0.5653002316208,0.405173205052195,5,1446217,F,I,SLC6A3,TSS1500,island,TSS1500-island,chr5:1444678-1446648,True,,,,rs2735852,0.4949436594553942
cg19788741,0.387815223226605,0.557672050669766,14.8069136443196,4.76625732109923e-42,2.51838460039907e-39,84.502480339194,0.204732297157784,0.592547520384389,0.387815223226605,5,101632310,F,I,SLCO4C1,TSS200,island,TSS200-island,chr5:101632049-101632373,True,,,,,0.4716887957638581
cg18108623,0.398384926226394,0.541016655489174,12.7702082488906,6.33688510746032e-33,6.25549163435348e-31,63.6030340621642,0.178457711837094,0.57684263806349,0.398384926226395,17,33701321,R,II,SLFN11,TSS1500,island,TSS1500-island,chr17:33700989-33701657,,True,,,,0.4646254899871065
cg04747322,0.32685215877706,0.495315152981569,10.2599763692259,9.84212670010047e-23,2.22168323245608e-21,40.3072027507034,0.197856173950648,0.524708332727707,0.32685215877706,5,121647308,R,II,SNCAIP,TSS1500,shore,TSS1500-shore,chr5:121647450-121648147,,,,,,0.3715622165042258
cg18334392,0.378968317940239,0.528856617719368,12.5180317908356,7.64893985099608e-32,6.309075677798679e-30,61.1273106166451,0.183968184485986,0.562936502426224,0.378968317940239,5,9547825,R,II,SNORD123,TSS1500,shore,TSS1500-shore,chr5:9544692-9546715,,,,,,0.4241672894431205
cg11097433,0.363090859841899,0.484768254325772,11.9775017164071,1.45129332389684e-29,8.30447667432947e-28,55.9153012917977,0.154329450225051,0.51742031006695,0.363090859841899,10,108924557,R,I,SORCS1,TSS1500,island,TSS1500-island,chr10:108923780-108924805,True,,,,,0.3981776159480733
cg06126713,0.432175254312118,0.608194265648404,14.4583746896978,1.9226210177193694e-40,7.44901791937299e-38,80.8223338581444,0.214883692479462,0.64705894679158,0.432175254312118,7,16505617,R,II,SOSTDC1,TSS200,opensea,TSS200-opensea,,,,,,,0.5299396123867864
cg23146663,0.357767694308768,0.618010271853966,14.2983318510609,1.03644177895199e-39,3.45057149956312e-37,79.1457016567265,0.292415931349943,0.650183625658711,0.357767694308768,5,151066662,F,II,SPARC,TSS200,opensea,TSS200-opensea,,True,,,,,0.4142344425270868
cg18959554,0.319821870265963,0.430372528982466,14.3685928191719,4.95210101326894e-40,1.77091745408445e-37,79.8807167424888,0.139311618272795,0.459133488538758,0.319821870265963,6,44310345,R,I,SPATS1,TSS200,opensea,TSS200-opensea,,,,,,,0.3877098188612103
cg14619259,0.378089190202017,0.471006767712225,12.286131453524,7.377162841606891e-31,5.20016029010066e-29,58.8750936386122,0.126918403967224,0.505007594169241,0.378089190202017,5,141705539,F,I,SPRY4,TSS1500,island,TSS1500-island,chr5:141705391-141705688,,,,,,0.4367286767838592
cg07676859,0.387542946473673,0.495350878800439,13.9587379207786,3.59485690451718e-38,9.0461748612969e-36,75.6168995908378,0.14265891672188,0.530201863195554,0.387542946473673,20,23015932,R,I,SSTR4,TSS200,island,TSS200-island,chr20:23015716-23016879,,,,,,0.4376602698657746
cg17437939,0.427859796152172,0.639887754668499,15.1546102386497,1.14883675497472e-43,8.20110306271851e-41,88.2112785642623,0.250504558889722,0.678364355041896,0.427859796152173,7,97361252,R,II,TAC1,TSS200,island,TSS200-island,chr7:97361132-97363018,,,,,,0.5084797392385209
cg12420900,0.346155507230534,0.658667542185671,15.6976031305027,3.1886189173351003e-46,3.8447896788335e-43,94.0732231995683,0.343641127331984,0.689796634562518,0.346155507230534,10,123922863,R,II,TACC2,TSS1500,island,TSS1500-island,chr10:123922850-123923542,,True,,,,0.4073593839357276
cg11861562,0.317255368686036,0.625811450473449,14.2991501952089,1.02757395481934e-39,3.4332012404334602e-37,79.1542530000863,0.337086240841912,0.654341609527948,0.317255368686036,11,117069780,R,I,TAGLN,TSS1500,opensea,TSS1500-opensea,,True,,,,,0.3754794517693494
cg17985646,0.331827014002176,0.496285368077497,11.7218482013377,1.65626150081564e-28,8.12166133882099e-27,53.4972215468029,0.194298912888465,0.526125926890642,0.331827014002177,7,35293759,F,I,TBX20,TSS200,island,TSS200-island,chr7:35292985-35294674,True,,high-CpG:35260213-35260298,,,0.4084868213966368
cg12176783,0.358688577258796,0.622287388933954,14.8106666523568,4.57928739247597e-42,2.42983189490328e-39,84.5423164801536,0.295854978694833,0.65454355595363,0.358688577258797,20,62694000,F,I,TCEA2,TSS200,island,TSS200-island,chr20:62693942-62695282,,,,,,0.4153238200235483
cg17284804,0.324734627431575,0.454671809082592,13.2803485657504,3.792645945169381e-35,5.51318534699554e-33,68.6922688664533,0.159139935916447,0.483874563348021,0.324734627431575,1,67218135,R,I,TCTEX1D1,TSS200,island,TSS200-island,chr1:67218079-67218293,,True,,,,0.3833354390399383
cg08924430,0.352662030661055,0.678346836237883,14.6183190574628,3.54074564494653e-41,1.61264674982701e-38,82.5063341922704,0.357399016967211,0.710061047628265,0.352662030661054,4,106067052,F,II,TET2,TSS1500,shore,TSS1500-shore,chr4:106067473-106067968,,,,,,0.3831422387749735
cg00795341,0.347891428018139,0.453255349481826,11.441521467456,2.30683049162951e-27,9.55561732111298e-26,50.8820973434582,0.136649121825031,0.484540549843169,0.347891428018139,5,79330929,F,I,THBS4,TSS200,island,TSS200-island,chr5:79330928-79331488,,,,,,0.3903293625873142
cg15853125,0.330987614455331,0.38560570202667,10.6174012060874,4.23139493577007e-24,1.12874702673997e-22,43.4265386530141,0.0843831608137246,0.415370775269056,0.330987614455331,21,32932267,R,II,TIAM1,TSS1500,shore,TSS1500-shore,chr21:32929927-32932017,,,,,,0.3682183142052208
cg05306745,0.375457960624543,0.604337359436002,14.4752474039194,1.60896652484349e-40,6.32498695380089e-38,80.9995885245189,0.262643603903593,0.638101564528137,0.375457960624544,17,76921845,F,I,TIMP2,TSS1500,island,TSS1500-island,chr17:76920684-76921961,,,,rs8179090,rs36099107,0.4367165870879865
cg19548479,0.442655103656879,0.526410017384627,15.0267667892908,4.53894642206099e-43,2.9491784779127e-40,86.8433791323501,0.123562027365957,0.566217131022836,0.442655103656879,17,41363737,R,II,TMEM106A,TSS200,island,TSS200-island,chr17:41363727-41364273,True,,,,,0.5367317790706749
cg08979352,0.343385983445641,0.650029567592399,13.3273821558721,2.35366263381763e-35,3.56178459837233e-33,69.1667375464547,0.337523618629279,0.680909602074921,0.343385983445641,4,99580530,F,I,TSPAN5,TSS1500,shore,TSS1500-shore,chr4:99579142-99580160,,,,,rs34718337,0.4086613340075595
cg08378442,0.368713650620958,0.462049803297982,14.4857177781421,1.44055351872121e-40,5.71670291677756e-38,81.1096309022251,0.126493855070996,0.495207505691953,0.368713650620958,2,220117704,F,II,TUBA4B,TSS1500,shore,TSS1500-shore,chr2:220117937-220119334,,True,,,,0.452439361568808
cg17395064,0.390403514003234,0.556021758417514,14.9449471525471,1.09079842551466e-42,6.432034822425439e-40,85.9704829345176,0.200726474090829,0.591129988094064,0.390403514003235,12,104609476,R,I,TXNRD1,TSS200,island,TSS200-island,chr12:104609397-104610172,,,,,,0.4586512509974798
cg24685601,0.338281455802939,0.417565082901388,14.9183543461888,1.4498434381784098e-42,8.35280782021299e-40,85.6872120465217,0.109704621325332,0.447986077128271,0.338281455802938,1,20512550,F,I,UBXN10,TSS200,island,TSS200-island,chr1:20512360-20512797,,,,,,0.3906794834661237
cg15575433,0.379036909933199,0.499476728531855,13.929836248177,4.85244643126155e-38,1.19627431826524e-35,75.3184353743454,0.154525871650202,0.533562781583401,0.379036909933199,7,100488705,R,II,UFSP1,TSS1500,shore,TSS1500-shore,chr7:100489981-100490365,,,,,,0.4385325273854726
cg10400707,0.344873311489918,0.601806952503896,14.1457466250887,5.12465706267072e-39,1.5132822686515198e-36,77.5552236228126,0.287947428018467,0.632820739508385,0.344873311489919,1,160369840,F,I,VANGL2,TSS1500,shore,TSS1500-shore,chr1:160370112-160370658,True,,,,rs34049652,0.3858841743928486
cg08614290,0.345650563271276,0.600551860250354,13.362451499902,1.6482085482264998e-35,2.56119081737113e-33,69.5210737776231,0.285984980726494,0.631635543997771,0.345650563271276,7,158938491,F,II,VIPR2,TSS1500,island,TSS1500-island,chr7:158936507-158938492,,,,,,0.3942005380824405
cg01893212,0.416341331494269,0.474469985271778,12.0404509036555,7.93189400593861e-30,4.727531977985e-28,56.5154305245796,0.0955694209982167,0.511910752492486,0.41634133149427,7,49813088,R,I,VWC2,TSS200,island,TSS200-island,chr7:49813008-49815752,True,,,,,0.4626181208721959
cg06282270,0.36171471678351,0.462642869146595,10.4496156637432,1.86990305820502e-23,4.595119733568619e-22,41.9533065880953,0.133456454232106,0.495171171015616,0.36171471678351,11,61062910,R,I,VWCE,TSS200,island,TSS200-island,chr11:61061751-61063063,True,,,,,0.4114714399509328
cg00063174,0.320894462719405,0.389509164730004,10.0379421063424,6.70486686463599e-22,1.37678316620838e-20,38.4060907063744,0.0974721177227757,0.418366580442181,0.320894462719405,2,228736253,F,I,WDR69,TSS200,island,TSS200-island,chr2:228736230-228736544,True,True,,,,0.3714759697853748
